user_id,signup_date,plan,channel,company_size,cohort_month,retention_prob
USR00729,2023-09-13,Free,Product Hunt,2-10,2023-09,0.38
USR00730,2023-10-09,Pro,Organic Search,2-10,2023-10,0.6000000000000001
USR00731,2023-11-23,Pro,Paid Search,11-50,2023-11,0.58
USR00732,2023-03-25,Free,Organic Search,2-10,2023-03,0.33
USR00733,2024-01-03,Free,Direct,Solo,2024-01,0.33
USR00734,2024-05-19,Free,Organic Search,51-200,2024-05,0.41000000000000003
USR00735,2024-01-02,Pro,Direct,2-10,2024-01,0.6000000000000001
USR00736,2024-06-19,Free,Direct,2-10,2024-06,0.33
USR00737,2024-03-08,Free,Organic Search,2-10,2024-03,0.33
USR00738,2023-09-11,Free,Paid Search,2-10,2023-09,0.23000000000000004
USR00739,2023-11-22,Free,Social Media,Solo,2023-11,0.25
USR00740,2023-03-26,Free,Organic Search,Solo,2023-03,0.33
USR00741,2023-02-07,Pro,Product Hunt,2-10,2023-02,0.65
USR00742,2023-12-09,Free,Direct,11-50,2023-12,0.41000000000000003
USR00743,2023-04-22,Pro,Organic Search,2-10,2023-04,0.6000000000000001
USR00744,2024-01-14,Enterprise,Paid Search,Solo,2024-01,0.75
USR00745,2023-01-22,Free,Product Hunt,11-50,2023-01,0.46
USR00746,2023-07-21,Free,Organic Search,2-10,2023-07,0.33
USR00747,2024-04-24,Free,Organic Search,2-10,2024-04,0.33
USR00748,2024-03-11,Free,Organic Search,2-10,2024-03,0.33
USR00749,2023-07-10,Free,Paid Search,51-200,2023-07,0.31000000000000005
USR00750,2023-03-29,Free,Organic Search,Solo,2023-03,0.33
USR00751,2023-07-17,Pro,Referral,11-50,2023-07,0.78
USR00752,2023-11-09,Free,Direct,Solo,2023-11,0.33
USR00753,2023-05-21,Free,Referral,Solo,2023-05,0.43000000000000005
USR00754,2023-12-03,Pro,Referral,2-10,2023-12,0.7000000000000001
USR00755,2023-07-02,Free,Organic Search,2-10,2023-07,0.33
USR00756,2023-04-10,Pro,Referral,2-10,2023-04,0.7000000000000001
USR00757,2023-02-12,Pro,Organic Search,11-50,2023-02,0.68
USR00758,2023-09-27,Pro,Organic Search,2-10,2023-09,0.6000000000000001
USR00759,2023-06-17,Free,Paid Search,11-50,2023-06,0.31000000000000005
USR00760,2024-01-25,Free,Social Media,11-50,2024-01,0.33
USR00761,2024-04-02,Pro,Referral,2-10,2024-04,0.7000000000000001
USR00762,2024-05-28,Pro,Referral,11-50,2024-05,0.78
USR00763,2024-06-02,Free,Social Media,51-200,2024-06,0.33
USR00764,2023-06-28,Free,Referral,Solo,2023-06,0.43000000000000005
USR00765,2023-04-23,Free,Paid Search,Solo,2023-04,0.23000000000000004
USR00766,2023-05-20,Free,Organic Search,11-50,2023-05,0.41000000000000003
USR00767,2023-03-10,Free,Referral,Solo,2023-03,0.43000000000000005
USR00768,2024-05-03,Pro,Organic Search,Solo,2024-05,0.6000000000000001
USR00769,2024-03-27,Enterprise,Referral,11-50,2024-03,0.9
USR00770,2023-08-03,Free,Paid Search,11-50,2023-08,0.31000000000000005
USR00771,2024-02-08,Free,Organic Search,2-10,2024-02,0.33
USR00772,2024-01-27,Free,Paid Search,Solo,2024-01,0.23000000000000004
USR00773,2024-06-01,Free,Social Media,2-10,2024-06,0.25
USR00774,2023-03-23,Pro,Paid Search,2-10,2023-03,0.5
USR00775,2023-07-23,Free,Product Hunt,2-10,2023-07,0.38
USR00776,2023-07-27,Free,Paid Search,11-50,2023-07,0.31000000000000005
USR00777,2023-06-03,Free,Organic Search,Solo,2023-06,0.33
USR00778,2023-08-18,Free,Paid Search,11-50,2023-08,0.31000000000000005
USR00779,2024-02-07,Free,Product Hunt,Solo,2024-02,0.38
USR00780,2023-05-14,Free,Referral,11-50,2023-05,0.51
USR00781,2023-11-22,Free,Organic Search,2-10,2023-11,0.33
USR00782,2024-02-17,Free,Organic Search,2-10,2024-02,0.33
USR00783,2023-03-20,Free,Social Media,Solo,2023-03,0.25
USR00784,2023-09-05,Free,Referral,11-50,2023-09,0.51
USR00785,2023-10-11,Free,Paid Search,51-200,2023-10,0.31000000000000005
USR00786,2023-05-17,Free,Social Media,2-10,2023-05,0.25
USR00787,2023-08-25,Free,Referral,Solo,2023-08,0.43000000000000005
USR00788,2023-06-15,Free,Organic Search,2-10,2023-06,0.33
USR00789,2024-02-23,Pro,Organic Search,11-50,2024-02,0.68
USR00790,2024-01-02,Free,Paid Search,11-50,2024-01,0.31000000000000005
USR00791,2023-09-05,Free,Paid Search,11-50,2023-09,0.31000000000000005
USR00792,2023-07-31,Free,Referral,11-50,2023-07,0.51
USR00793,2023-04-21,Pro,Organic Search,Solo,2023-04,0.6000000000000001
USR00794,2024-01-01,Free,Organic Search,Solo,2024-01,0.33
USR00795,2023-03-02,Free,Organic Search,2-10,2023-03,0.33
USR00796,2024-06-11,Free,Social Media,11-50,2024-06,0.33
USR00797,2023-10-02,Free,Organic Search,11-50,2023-10,0.41000000000000003
USR00798,2024-01-22,Free,Referral,11-50,2024-01,0.51
USR00799,2024-05-08,Free,Social Media,2-10,2024-05,0.25
USR00800,2023-10-22,Free,Paid Search,51-200,2023-10,0.31000000000000005
USR00801,2023-07-06,Free,Product Hunt,Solo,2023-07,0.38
USR00802,2023-07-07,Pro,Paid Search,2-10,2023-07,0.5
USR00803,2023-12-01,Free,Direct,Solo,2023-12,0.33
USR00804,2023-05-19,Free,Organic Search,2-10,2023-05,0.33
USR00805,2023-05-15,Free,Paid Search,51-200,2023-05,0.31000000000000005
USR00806,2023-07-26,Free,Referral,Solo,2023-07,0.43000000000000005
USR00807,2023-05-01,Free,Organic Search,Solo,2023-05,0.33
USR00808,2023-01-21,Pro,Referral,11-50,2023-01,0.78
USR00809,2023-03-10,Free,Social Media,2-10,2023-03,0.25
USR00810,2024-06-18,Free,Referral,Solo,2024-06,0.43000000000000005
USR00811,2023-06-02,Pro,Organic Search,11-50,2023-06,0.68
USR00812,2024-01-24,Free,Paid Search,2-10,2024-01,0.23000000000000004
USR00813,2023-04-07,Free,Direct,Solo,2023-04,0.33
USR00814,2023-04-19,Free,Organic Search,51-200,2023-04,0.41000000000000003
USR00815,2024-03-01,Pro,Organic Search,2-10,2024-03,0.6000000000000001
USR00816,2024-02-18,Free,Product Hunt,Solo,2024-02,0.38
USR00817,2024-01-07,Free,Organic Search,Solo,2024-01,0.33
USR00818,2024-03-25,Free,Referral,Solo,2024-03,0.43000000000000005
USR00819,2023-10-16,Free,Paid Search,11-50,2023-10,0.31000000000000005
USR00820,2024-05-13,Free,Paid Search,Solo,2024-05,0.23000000000000004
USR00821,2023-08-22,Free,Organic Search,Solo,2023-08,0.33
USR00822,2023-05-07,Free,Organic Search,200+,2023-05,0.41000000000000003
USR00823,2023-12-29,Free,Paid Search,2-10,2023-12,0.23000000000000004
USR00824,2023-01-19,Pro,Paid Search,11-50,2023-01,0.58
USR00825,2023-12-20,Free,Direct,2-10,2023-12,0.33
USR00826,2023-08-27,Free,Product Hunt,Solo,2023-08,0.38
USR00827,2023-10-22,Free,Referral,Solo,2023-10,0.43000000000000005
USR00828,2023-11-21,Pro,Referral,11-50,2023-11,0.78
USR00829,2023-04-13,Free,Organic Search,11-50,2023-04,0.41000000000000003
USR00830,2024-06-20,Pro,Paid Search,51-200,2024-06,0.58
USR00831,2024-02-20,Pro,Direct,11-50,2024-02,0.68
USR00832,2023-03-14,Free,Direct,11-50,2023-03,0.41000000000000003
USR00833,2023-12-02,Free,Organic Search,Solo,2023-12,0.33
USR00834,2023-07-18,Free,Organic Search,51-200,2023-07,0.41000000000000003
USR00835,2024-03-04,Free,Organic Search,2-10,2024-03,0.33
USR00836,2023-02-26,Pro,Direct,Solo,2023-02,0.6000000000000001
USR00837,2024-06-17,Free,Organic Search,11-50,2024-06,0.41000000000000003
USR00838,2023-12-01,Free,Product Hunt,Solo,2023-12,0.38
USR00839,2023-11-29,Pro,Paid Search,200+,2023-11,0.58
USR00840,2023-11-19,Free,Paid Search,2-10,2023-11,0.23000000000000004
USR00841,2023-02-28,Pro,Paid Search,2-10,2023-02,0.5
USR00842,2023-05-02,Free,Social Media,2-10,2023-05,0.25
USR00843,2023-03-03,Pro,Paid Search,2-10,2023-03,0.5
USR00844,2024-04-26,Pro,Paid Search,Solo,2024-04,0.5
USR00845,2023-05-16,Free,Paid Search,2-10,2023-05,0.23000000000000004
USR00846,2024-04-24,Free,Organic Search,11-50,2024-04,0.41000000000000003
USR00847,2023-02-13,Pro,Organic Search,Solo,2023-02,0.6000000000000001
USR00848,2023-08-08,Free,Organic Search,Solo,2023-08,0.33
USR00849,2024-05-04,Free,Product Hunt,Solo,2024-05,0.38
USR00850,2024-03-20,Pro,Organic Search,Solo,2024-03,0.6000000000000001
USR00851,2023-02-28,Free,Product Hunt,51-200,2023-02,0.46
USR00852,2023-10-27,Pro,Paid Search,2-10,2023-10,0.5
USR00853,2023-06-27,Free,Direct,11-50,2023-06,0.41000000000000003
USR00854,2024-01-04,Free,Referral,Solo,2024-01,0.43000000000000005
USR00855,2023-08-10,Free,Paid Search,11-50,2023-08,0.31000000000000005
USR00856,2024-01-13,Free,Referral,11-50,2024-01,0.51
USR00857,2024-03-12,Pro,Referral,11-50,2024-03,0.78
USR00858,2023-12-06,Pro,Referral,Solo,2023-12,0.7000000000000001
USR00859,2024-01-27,Free,Organic Search,Solo,2024-01,0.33
USR00860,2024-02-09,Pro,Direct,2-10,2024-02,0.6000000000000001
USR00861,2023-08-05,Pro,Direct,2-10,2023-08,0.6000000000000001
USR00862,2024-03-30,Enterprise,Direct,11-50,2024-03,0.9
USR00863,2023-11-27,Pro,Referral,200+,2023-11,0.78
USR00864,2023-01-27,Enterprise,Organic Search,11-50,2023-01,0.9
USR00865,2024-04-24,Pro,Organic Search,2-10,2024-04,0.6000000000000001
USR00866,2023-12-17,Free,Paid Search,Solo,2023-12,0.23000000000000004
USR00867,2024-04-03,Free,Referral,2-10,2024-04,0.43000000000000005
USR00868,2024-05-22,Pro,Organic Search,Solo,2024-05,0.6000000000000001
USR00869,2024-04-06,Pro,Referral,2-10,2024-04,0.7000000000000001
USR00870,2023-07-26,Free,Organic Search,51-200,2023-07,0.41000000000000003
USR00871,2023-05-05,Free,Product Hunt,200+,2023-05,0.46
USR00872,2024-01-18,Pro,Referral,Solo,2024-01,0.7000000000000001
USR00873,2023-10-03,Free,Direct,2-10,2023-10,0.33
USR00874,2024-06-23,Free,Organic Search,200+,2024-06,0.41000000000000003
USR00875,2023-04-23,Free,Social Media,2-10,2023-04,0.25
USR00876,2023-10-15,Free,Referral,11-50,2023-10,0.51
USR00877,2024-04-15,Pro,Product Hunt,Solo,2024-04,0.65
USR00878,2024-05-25,Enterprise,Organic Search,2-10,2024-05,0.8500000000000001
USR00879,2023-03-05,Pro,Paid Search,Solo,2023-03,0.5
USR00880,2024-02-10,Free,Referral,11-50,2024-02,0.51
USR00881,2024-03-09,Free,Referral,2-10,2024-03,0.43000000000000005
USR00882,2023-02-12,Free,Paid Search,11-50,2023-02,0.31000000000000005
USR00883,2023-06-15,Free,Paid Search,2-10,2023-06,0.23000000000000004
USR00884,2024-03-13,Free,Product Hunt,2-10,2024-03,0.38
USR00885,2023-05-30,Pro,Organic Search,Solo,2023-05,0.6000000000000001
USR00886,2023-12-06,Pro,Direct,11-50,2023-12,0.68
USR00887,2024-06-02,Free,Social Media,11-50,2024-06,0.33
USR00888,2023-06-04,Pro,Organic Search,11-50,2023-06,0.68
USR00889,2023-06-28,Free,Direct,2-10,2023-06,0.33
USR00890,2023-09-21,Enterprise,Referral,Solo,2023-09,0.9
USR00891,2024-01-15,Free,Social Media,11-50,2024-01,0.33
USR00892,2023-03-05,Pro,Organic Search,2-10,2023-03,0.6000000000000001
USR00893,2023-04-08,Free,Organic Search,Solo,2023-04,0.33
USR00894,2023-10-03,Free,Social Media,Solo,2023-10,0.25
USR00895,2024-04-29,Free,Social Media,Solo,2024-04,0.25
USR00896,2023-10-23,Free,Organic Search,Solo,2023-10,0.33
USR00897,2023-07-11,Free,Organic Search,Solo,2023-07,0.33
USR00898,2023-02-08,Free,Paid Search,2-10,2023-02,0.23000000000000004
USR00899,2023-02-05,Free,Direct,Solo,2023-02,0.33
USR00900,2023-06-15,Pro,Organic Search,Solo,2023-06,0.6000000000000001
USR00901,2023-01-31,Free,Paid Search,11-50,2023-01,0.31000000000000005
USR00902,2024-03-28,Free,Referral,2-10,2024-03,0.43000000000000005
USR00903,2023-12-21,Free,Organic Search,51-200,2023-12,0.41000000000000003
USR00904,2023-03-06,Free,Organic Search,11-50,2023-03,0.41000000000000003
USR00905,2023-04-16,Free,Paid Search,Solo,2023-04,0.23000000000000004
USR00906,2023-03-30,Free,Referral,11-50,2023-03,0.51
USR00907,2024-02-03,Free,Organic Search,Solo,2024-02,0.33
USR00908,2024-06-08,Enterprise,Direct,2-10,2024-06,0.8500000000000001
USR00909,2023-03-23,Free,Referral,2-10,2023-03,0.43000000000000005
USR00910,2023-02-07,Pro,Paid Search,51-200,2023-02,0.58
USR00911,2023-01-18,Free,Referral,2-10,2023-01,0.43000000000000005
USR00912,2023-08-12,Free,Organic Search,200+,2023-08,0.41000000000000003
USR00913,2023-08-17,Free,Referral,2-10,2023-08,0.43000000000000005
USR00914,2023-09-27,Free,Organic Search,2-10,2023-09,0.33
USR00915,2023-07-06,Free,Product Hunt,Solo,2023-07,0.38
USR00916,2024-03-26,Free,Organic Search,11-50,2024-03,0.41000000000000003
USR00917,2024-02-10,Free,Product Hunt,2-10,2024-02,0.38
USR00918,2023-07-04,Pro,Organic Search,51-200,2023-07,0.68
USR00919,2023-03-17,Free,Direct,11-50,2023-03,0.41000000000000003
USR00920,2023-11-04,Pro,Organic Search,Solo,2023-11,0.6000000000000001
USR00921,2024-05-01,Free,Referral,2-10,2024-05,0.43000000000000005
USR00922,2023-10-03,Free,Organic Search,Solo,2023-10,0.33
USR00923,2023-09-30,Free,Organic Search,51-200,2023-09,0.41000000000000003
USR00924,2023-10-06,Free,Organic Search,Solo,2023-10,0.33
USR00925,2023-08-17,Free,Referral,Solo,2023-08,0.43000000000000005
USR00926,2023-01-02,Pro,Paid Search,11-50,2023-01,0.58
USR00927,2023-01-13,Pro,Paid Search,11-50,2023-01,0.58
USR00928,2023-06-20,Free,Organic Search,2-10,2023-06,0.33
USR00929,2024-04-11,Free,Direct,2-10,2024-04,0.33
USR00930,2024-04-23,Free,Product Hunt,Solo,2024-04,0.38
USR00931,2023-11-04,Pro,Social Media,11-50,2023-11,0.6
USR00932,2023-04-08,Free,Organic Search,2-10,2023-04,0.33
USR00933,2023-08-25,Free,Product Hunt,Solo,2023-08,0.38
USR00934,2023-07-09,Pro,Product Hunt,Solo,2023-07,0.65
USR00935,2023-05-19,Free,Referral,Solo,2023-05,0.43000000000000005
USR00936,2024-05-20,Pro,Paid Search,51-200,2024-05,0.58
USR00937,2024-01-25,Free,Organic Search,11-50,2024-01,0.41000000000000003
USR00938,2024-05-13,Free,Referral,Solo,2024-05,0.43000000000000005
USR00939,2023-05-19,Free,Organic Search,Solo,2023-05,0.33
USR00940,2023-04-14,Enterprise,Organic Search,2-10,2023-04,0.8500000000000001
USR00941,2023-05-27,Free,Organic Search,2-10,2023-05,0.33
USR00942,2023-10-20,Pro,Referral,Solo,2023-10,0.7000000000000001
USR00943,2023-10-26,Free,Paid Search,11-50,2023-10,0.31000000000000005
USR00944,2023-04-15,Free,Paid Search,11-50,2023-04,0.31000000000000005
USR00945,2023-09-09,Free,Organic Search,2-10,2023-09,0.33
USR00946,2023-07-29,Enterprise,Paid Search,200+,2023-07,0.83
USR00947,2024-04-16,Free,Social Media,Solo,2024-04,0.25
USR00948,2023-05-17,Free,Referral,Solo,2023-05,0.43000000000000005
USR00949,2024-01-10,Enterprise,Paid Search,2-10,2024-01,0.75
USR00950,2023-09-07,Free,Organic Search,51-200,2023-09,0.41000000000000003
USR00951,2023-12-26,Free,Direct,11-50,2023-12,0.41000000000000003
USR00952,2023-10-10,Free,Organic Search,Solo,2023-10,0.33
USR00953,2023-10-09,Pro,Direct,2-10,2023-10,0.6000000000000001
USR00954,2023-05-20,Pro,Organic Search,11-50,2023-05,0.68
USR00955,2023-05-09,Free,Referral,51-200,2023-05,0.51
USR00956,2023-05-29,Free,Direct,Solo,2023-05,0.33
USR00957,2024-03-21,Free,Organic Search,11-50,2024-03,0.41000000000000003
USR00958,2023-09-07,Free,Referral,2-10,2023-09,0.43000000000000005
USR00959,2023-03-11,Pro,Organic Search,11-50,2023-03,0.68
USR00960,2023-04-01,Enterprise,Direct,2-10,2023-04,0.8500000000000001
USR00961,2023-07-11,Pro,Paid Search,2-10,2023-07,0.5
USR00962,2024-05-17,Free,Referral,Solo,2024-05,0.43000000000000005
USR00963,2023-11-07,Free,Organic Search,2-10,2023-11,0.33
USR00964,2023-07-16,Free,Product Hunt,11-50,2023-07,0.46
USR00965,2023-01-30,Pro,Organic Search,51-200,2023-01,0.68
USR00966,2024-03-20,Free,Paid Search,11-50,2024-03,0.31000000000000005
USR00967,2024-05-09,Free,Organic Search,Solo,2024-05,0.33
USR00968,2024-03-14,Free,Social Media,2-10,2024-03,0.25
USR00969,2023-07-10,Pro,Direct,11-50,2023-07,0.68
USR00970,2023-01-22,Free,Paid Search,2-10,2023-01,0.23000000000000004
USR00971,2024-06-12,Free,Organic Search,11-50,2024-06,0.41000000000000003
USR00972,2024-05-10,Free,Direct,Solo,2024-05,0.33
USR00973,2023-08-27,Free,Product Hunt,11-50,2023-08,0.46
USR00974,2023-09-26,Free,Organic Search,51-200,2023-09,0.41000000000000003
USR00975,2023-01-06,Pro,Organic Search,2-10,2023-01,0.6000000000000001
USR00976,2023-01-26,Enterprise,Organic Search,Solo,2023-01,0.8500000000000001
USR00977,2024-03-23,Free,Organic Search,51-200,2024-03,0.41000000000000003
USR00978,2024-04-06,Free,Paid Search,Solo,2024-04,0.23000000000000004
USR00979,2023-01-19,Pro,Organic Search,11-50,2023-01,0.68
USR00980,2024-02-23,Free,Paid Search,2-10,2024-02,0.23000000000000004
USR00981,2024-03-07,Free,Organic Search,2-10,2024-03,0.33
USR00982,2023-11-23,Free,Organic Search,2-10,2023-11,0.33
USR00983,2023-05-21,Free,Paid Search,Solo,2023-05,0.23000000000000004
USR00984,2024-04-07,Free,Organic Search,Solo,2024-04,0.33
USR00985,2023-07-09,Free,Organic Search,2-10,2023-07,0.33
USR00986,2023-07-13,Free,Organic Search,2-10,2023-07,0.33
USR00987,2023-06-20,Free,Organic Search,11-50,2023-06,0.41000000000000003
USR00988,2024-05-18,Free,Paid Search,2-10,2024-05,0.23000000000000004
USR00989,2024-04-02,Free,Organic Search,11-50,2024-04,0.41000000000000003
USR00990,2024-02-27,Pro,Direct,Solo,2024-02,0.6000000000000001
USR00991,2024-03-28,Free,Social Media,Solo,2024-03,0.25
USR00992,2023-01-04,Pro,Paid Search,2-10,2023-01,0.5
USR00993,2024-02-28,Free,Organic Search,51-200,2024-02,0.41000000000000003
USR00994,2023-01-06,Free,Organic Search,Solo,2023-01,0.33
USR00995,2024-02-05,Pro,Organic Search,Solo,2024-02,0.6000000000000001
USR00996,2024-02-20,Pro,Direct,51-200,2024-02,0.68
USR00997,2023-05-30,Pro,Organic Search,200+,2023-05,0.68
USR00998,2024-05-29,Enterprise,Organic Search,2-10,2024-05,0.8500000000000001
USR00999,2024-06-13,Free,Social Media,Solo,2024-06,0.25
USR01000,2023-03-24,Pro,Paid Search,2-10,2023-03,0.5
USR01001,2023-01-30,Pro,Organic Search,2-10,2023-01,0.6000000000000001
USR01002,2024-05-09,Pro,Direct,Solo,2024-05,0.6000000000000001
USR01003,2023-11-10,Free,Direct,Solo,2023-11,0.33
USR01004,2023-12-21,Free,Organic Search,Solo,2023-12,0.33
USR01005,2024-06-06,Pro,Social Media,2-10,2024-06,0.52
USR01006,2024-03-23,Free,Organic Search,Solo,2024-03,0.33
USR01007,2023-02-23,Free,Paid Search,Solo,2023-02,0.23000000000000004
USR01008,2024-04-27,Free,Product Hunt,Solo,2024-04,0.38
USR01009,2023-12-30,Free,Organic Search,11-50,2023-12,0.41000000000000003
USR01010,2023-11-29,Free,Organic Search,Solo,2023-11,0.33
USR01011,2023-10-10,Free,Referral,Solo,2023-10,0.43000000000000005
USR01012,2023-01-12,Free,Organic Search,Solo,2023-01,0.33
USR01013,2024-04-09,Free,Direct,51-200,2024-04,0.41000000000000003
USR01014,2023-06-24,Pro,Organic Search,Solo,2023-06,0.6000000000000001
USR01015,2023-03-12,Free,Paid Search,2-10,2023-03,0.23000000000000004
USR01016,2023-07-14,Free,Referral,2-10,2023-07,0.43000000000000005
USR01017,2024-04-05,Free,Direct,11-50,2024-04,0.41000000000000003
USR01018,2023-10-12,Free,Organic Search,2-10,2023-10,0.33
USR01019,2023-08-12,Pro,Organic Search,Solo,2023-08,0.6000000000000001
USR01020,2023-02-14,Free,Direct,Solo,2023-02,0.33
USR01021,2023-08-09,Free,Organic Search,2-10,2023-08,0.33
USR01022,2023-04-26,Pro,Direct,11-50,2023-04,0.68
USR01023,2024-01-23,Free,Organic Search,11-50,2024-01,0.41000000000000003
USR01024,2023-10-05,Pro,Organic Search,Solo,2023-10,0.6000000000000001
USR01025,2023-05-15,Free,Organic Search,2-10,2023-05,0.33
USR01026,2023-06-12,Free,Direct,Solo,2023-06,0.33
USR01027,2023-06-30,Pro,Paid Search,2-10,2023-06,0.5
USR01028,2023-07-13,Free,Paid Search,51-200,2023-07,0.31000000000000005
USR01029,2023-10-29,Free,Paid Search,Solo,2023-10,0.23000000000000004
USR01030,2023-12-07,Pro,Organic Search,11-50,2023-12,0.68
USR01031,2023-08-13,Free,Organic Search,11-50,2023-08,0.41000000000000003
USR01032,2023-06-30,Pro,Organic Search,51-200,2023-06,0.68
USR01033,2023-04-18,Free,Organic Search,Solo,2023-04,0.33
USR01034,2023-11-27,Pro,Organic Search,11-50,2023-11,0.68
USR01035,2023-07-01,Free,Referral,2-10,2023-07,0.43000000000000005
USR01036,2023-01-30,Free,Organic Search,Solo,2023-01,0.33
USR01037,2024-03-19,Enterprise,Organic Search,11-50,2024-03,0.9
USR01038,2024-01-09,Free,Organic Search,Solo,2024-01,0.33
USR01039,2024-06-17,Free,Referral,Solo,2024-06,0.43000000000000005
USR01040,2023-12-02,Free,Paid Search,51-200,2023-12,0.31000000000000005
USR01041,2024-02-28,Free,Organic Search,2-10,2024-02,0.33
USR01042,2024-05-19,Free,Organic Search,2-10,2024-05,0.33
USR01043,2023-11-17,Pro,Referral,2-10,2023-11,0.7000000000000001
USR01044,2024-01-21,Pro,Social Media,Solo,2024-01,0.52
USR01045,2024-06-07,Free,Organic Search,Solo,2024-06,0.33
USR01046,2023-05-08,Pro,Organic Search,51-200,2023-05,0.68
USR01047,2024-02-24,Pro,Referral,200+,2024-02,0.78
USR01048,2024-03-15,Pro,Referral,11-50,2024-03,0.78
USR01049,2024-06-13,Free,Organic Search,11-50,2024-06,0.41000000000000003
USR01050,2024-02-04,Free,Referral,2-10,2024-02,0.43000000000000005
USR01051,2024-04-06,Free,Organic Search,11-50,2024-04,0.41000000000000003
USR01052,2023-12-03,Pro,Paid Search,2-10,2023-12,0.5
USR01053,2024-06-10,Free,Direct,51-200,2024-06,0.41000000000000003
USR01054,2023-04-19,Pro,Product Hunt,Solo,2023-04,0.65
USR01055,2023-07-25,Free,Organic Search,11-50,2023-07,0.41000000000000003
USR01056,2024-04-20,Free,Organic Search,2-10,2024-04,0.33
USR01057,2023-09-08,Pro,Direct,2-10,2023-09,0.6000000000000001
USR01058,2024-05-25,Free,Paid Search,2-10,2024-05,0.23000000000000004
USR01059,2024-05-22,Free,Paid Search,2-10,2024-05,0.23000000000000004
USR01060,2023-12-10,Free,Organic Search,Solo,2023-12,0.33
USR01061,2024-06-15,Free,Direct,2-10,2024-06,0.33
USR01062,2023-04-21,Free,Paid Search,51-200,2023-04,0.31000000000000005
USR01063,2023-01-08,Free,Organic Search,2-10,2023-01,0.33
USR01064,2024-04-19,Free,Product Hunt,Solo,2024-04,0.38
USR01065,2023-08-31,Free,Referral,2-10,2023-08,0.43000000000000005
USR01066,2023-07-07,Pro,Organic Search,2-10,2023-07,0.6000000000000001
USR01067,2023-02-12,Free,Organic Search,200+,2023-02,0.41000000000000003
USR01068,2023-01-26,Free,Organic Search,11-50,2023-01,0.41000000000000003
USR01069,2024-03-15,Free,Organic Search,2-10,2024-03,0.33
USR01070,2024-03-14,Free,Product Hunt,11-50,2024-03,0.46
USR01071,2024-03-02,Free,Paid Search,2-10,2024-03,0.23000000000000004
USR01072,2024-01-04,Free,Direct,11-50,2024-01,0.41000000000000003
USR01073,2024-03-18,Free,Direct,Solo,2024-03,0.33
USR01074,2023-12-25,Free,Organic Search,11-50,2023-12,0.41000000000000003
USR01075,2024-02-25,Free,Organic Search,Solo,2024-02,0.33
USR01076,2024-01-16,Pro,Organic Search,11-50,2024-01,0.68
USR01077,2023-03-16,Enterprise,Referral,2-10,2023-03,0.9
USR01078,2023-12-14,Enterprise,Organic Search,Solo,2023-12,0.8500000000000001
USR01079,2024-06-23,Free,Organic Search,11-50,2024-06,0.41000000000000003
USR01080,2024-06-24,Free,Paid Search,Solo,2024-06,0.23000000000000004
USR01081,2023-12-14,Enterprise,Paid Search,2-10,2023-12,0.75
USR01082,2023-04-03,Pro,Paid Search,200+,2023-04,0.58
USR01083,2023-12-24,Free,Referral,2-10,2023-12,0.43000000000000005
USR01084,2023-09-01,Free,Paid Search,2-10,2023-09,0.23000000000000004
USR01085,2024-06-02,Free,Social Media,Solo,2024-06,0.25
USR01086,2024-03-16,Free,Product Hunt,2-10,2024-03,0.38
USR01087,2024-05-27,Free,Referral,Solo,2024-05,0.43000000000000005
USR01088,2024-03-02,Pro,Organic Search,Solo,2024-03,0.6000000000000001
USR01089,2023-06-27,Pro,Product Hunt,2-10,2023-06,0.65
USR01090,2023-10-19,Free,Organic Search,2-10,2023-10,0.33
USR01091,2024-01-12,Free,Organic Search,Solo,2024-01,0.33
USR01092,2023-07-06,Free,Product Hunt,2-10,2023-07,0.38
USR01093,2023-02-08,Free,Organic Search,2-10,2023-02,0.33
USR01094,2023-03-07,Free,Direct,11-50,2023-03,0.41000000000000003
USR01095,2023-09-12,Enterprise,Organic Search,51-200,2023-09,0.9
USR01096,2023-03-31,Free,Referral,Solo,2023-03,0.43000000000000005
USR01097,2023-01-19,Free,Product Hunt,51-200,2023-01,0.46
USR01098,2023-02-02,Free,Referral,2-10,2023-02,0.43000000000000005
USR01099,2024-02-27,Enterprise,Organic Search,11-50,2024-02,0.9
USR01100,2023-06-10,Free,Paid Search,2-10,2023-06,0.23000000000000004
USR01101,2024-05-01,Free,Organic Search,2-10,2024-05,0.33
USR01102,2024-02-26,Free,Paid Search,Solo,2024-02,0.23000000000000004
USR01103,2024-01-13,Free,Organic Search,Solo,2024-01,0.33
USR01104,2023-04-08,Pro,Paid Search,11-50,2023-04,0.58
USR01105,2023-05-14,Free,Paid Search,Solo,2023-05,0.23000000000000004
USR01106,2023-05-24,Pro,Organic Search,2-10,2023-05,0.6000000000000001
USR01107,2023-06-28,Free,Product Hunt,Solo,2023-06,0.38
USR01108,2024-02-20,Pro,Referral,Solo,2024-02,0.7000000000000001
USR01109,2024-03-18,Free,Referral,Solo,2024-03,0.43000000000000005
USR01110,2023-05-03,Free,Organic Search,Solo,2023-05,0.33
USR01111,2023-02-04,Free,Paid Search,2-10,2023-02,0.23000000000000004
USR01112,2023-05-27,Pro,Organic Search,Solo,2023-05,0.6000000000000001
USR01113,2023-06-24,Free,Organic Search,Solo,2023-06,0.33
USR01114,2023-01-16,Free,Direct,2-10,2023-01,0.33
